date,headline,description,content,url,source,published_at,sentiment,sentiment_score,positive_confidence,negative_confidence,neutral_confidence,stock_movement,volume,price_change,market_cap,company,query
2025-07-21,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to CNBC analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://cnbc.com/article/49477,CNBC,2025-07-21T13:23:51Z,negative,0.07984886785419144,0.19571786330251562,0.7289672578574922,0.07531487883999226,down,15569117,-0.029164339786051513,1178031730042.2903,Salesforce Inc.,NVDA
2025-06-12,Microsoft shares fall on weak guidance,Microsoft shares fall on weak guidance according to Zacks analysis.,Microsoft shares fall on weak guidance. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/87870,Zacks,2025-06-12T13:23:51Z,negative,0.14762548420478233,0.06449982057706846,0.8351674055984675,0.10033277382446404,down,9302975,0.0665401264649568,161098929832.6513,Adobe Inc.,NFLX
2025-05-22,Meta Platforms stock soars after strong ad revenue,Meta Platforms stock soars after strong ad revenue according to Motley Fool analysis.,Meta Platforms stock soars after strong ad revenue. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/82762,Motley Fool,2025-05-22T13:23:51Z,positive,0.6885738735535007,0.6700239628559026,0.20794895439571146,0.12202708274838582,flat,5225872,0.057184593715990883,1145243044209.5625,Amazon.com Inc.,AMZN
2025-06-16,AMD stock falls on supply chain issues,AMD stock falls on supply chain issues according to Seeking Alpha analysis.,AMD stock falls on supply chain issues. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://seekingalpha.com/article/45790,Seeking Alpha,2025-06-16T13:23:51Z,negative,0.1801334823221461,0.12275857479670436,0.7648084183355811,0.11243300686771451,down,2761331,0.013021755659479217,610217064681.8541,Goldman Sachs Group,GOOGL
2025-05-27,Verizon stock gains on strong wireless growth,Verizon stock gains on strong wireless growth according to Yahoo Finance analysis.,Verizon stock gains on strong wireless growth. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://yahoofinance.com/article/87442,Yahoo Finance,2025-05-27T13:23:51Z,positive,0.760312552438263,0.6813858526365567,0.12101989005027342,0.1975942573131699,up,41949943,0.060897517844045845,433035870699.1757,NVIDIA Corporation,TSLA
2025-05-06,Apple stock surges to new record high after strong earnings,Apple stock surges to new record high after strong earnings according to Investor's Business Daily analysis.,Apple stock surges to new record high after strong earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://investor'sbusinessdaily.com/article/53284,Investor's Business Daily,2025-05-06T13:23:51Z,positive,0.9235464780910227,0.7095236141841924,0.11942535343295188,0.17105103238285574,up,11799520,-0.04810181385556718,1416187705575.677,Amazon.com Inc.,GOOGL
2025-06-11,JPMorgan Chase posts record profits,JPMorgan Chase posts record profits according to Financial Times analysis.,JPMorgan Chase posts record profits. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://financialtimes.com/article/50077,Financial Times,2025-06-11T13:23:51Z,positive,0.8530930256933085,0.8089409347922549,0.07428687925408643,0.11677218595365867,up,33597747,-0.08243786993513952,514935082700.82837,Adobe Inc.,AMZN
2025-05-02,Salesforce beats revenue expectations,Salesforce beats revenue expectations according to Zacks analysis.,Salesforce beats revenue expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/33244,Zacks,2025-05-02T13:23:51Z,positive,0.9003287359717227,0.7404489493356743,0.16521303652324637,0.09433801414107935,flat,35511172,-0.13849084159328964,1741723547503.8882,Apple Inc.,AMZN
2025-05-22,Walmart stock falls on poor quarterly results,Walmart stock falls on poor quarterly results according to Barron's analysis.,Walmart stock falls on poor quarterly results. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/24908,Barron's,2025-05-22T13:23:51Z,negative,0.05240244220213486,0.07839671203561681,0.6999988885873034,0.2216043993770797,down,13603858,-0.001103168614686345,807889742292.462,Tesla Inc.,AMZN
2025-05-12,Salesforce acquires new company,Salesforce acquires new company according to MarketWatch analysis.,Salesforce acquires new company. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://marketwatch.com/article/43697,MarketWatch,2025-05-12T13:23:51Z,neutral,0.5208447164409775,0.3686604169361735,0.2136036371092672,0.4177359459545594,flat,29208068,0.1101239991475271,1905393060131.6523,Amazon.com Inc.,GOOGL
2025-06-15,Google parent Alphabet reports stellar earnings,Google parent Alphabet reports stellar earnings according to Wall Street Journal analysis.,Google parent Alphabet reports stellar earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/95053,Wall Street Journal,2025-06-15T13:23:51Z,positive,0.7175719707005739,0.7106921673982788,0.08898527084383684,0.2003225617578843,flat,37823328,-0.09421990773768463,449513982221.27356,Cisco Systems,META
2025-07-27,"NVIDIA reports record GPU sales, stock jumps 12%","NVIDIA reports record GPU sales, stock jumps 12% according to Bloomberg analysis.","NVIDIA reports record GPU sales, stock jumps 12%. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://bloomberg.com/article/47271,Bloomberg,2025-07-27T13:23:51Z,positive,0.88517857653584,0.6498329042961343,0.18098851681027767,0.1691785788935881,flat,26715215,0.06858454703783307,710336601137.8859,Apple Inc.,AAPL
2025-05-07,Bank of America reports losses in trading division,Bank of America reports losses in trading division according to Barron's analysis.,Bank of America reports losses in trading division. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://barron's.com/article/86772,Barron's,2025-05-07T13:23:51Z,negative,0.16524822738603873,0.21653558337965426,0.6426563332923954,0.1408080833279503,down,35284991,0.060388002626515225,1578292167799.8923,Walmart Inc.,AAPL
2025-07-27,Apple stock surges to new record high after strong earnings,Apple stock surges to new record high after strong earnings according to Wall Street Journal analysis.,Apple stock surges to new record high after strong earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/97889,Wall Street Journal,2025-07-27T13:23:51Z,positive,0.8272748278481681,0.8627154300795635,0.08020059127209296,0.0570839786483436,up,18403992,-0.07422419799458274,1659457966900.504,IBM Corporation,MSFT
2025-06-23,Goldman Sachs misses earnings expectations,Goldman Sachs misses earnings expectations according to Wall Street Journal analysis.,Goldman Sachs misses earnings expectations. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://wallstreetjournal.com/article/43822,Wall Street Journal,2025-06-23T13:23:51Z,negative,0.12656973030328503,0.17723980282825721,0.7302681281211428,0.0924920690506,down,48793791,0.09318115447804831,1471305890881.369,Apple Inc.,META
2025-05-11,Meta Platforms stock soars after strong ad revenue,Meta Platforms stock soars after strong ad revenue according to Zacks analysis.,Meta Platforms stock soars after strong ad revenue. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://zacks.com/article/82154,Zacks,2025-05-11T13:23:51Z,positive,0.6665469771805357,0.8238128735826956,0.05601770823054818,0.1201694181867563,flat,48459283,0.03669499117456554,1413730435512.0757,Amazon.com Inc.,AMZN
2025-07-22,Intel stock drops on manufacturing delays,Intel stock drops on manufacturing delays according to Bloomberg analysis.,Intel stock drops on manufacturing delays. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/89360,Bloomberg,2025-07-22T13:23:51Z,negative,0.2702816091592146,0.110374689912171,0.7250702761210545,0.16455503396677457,down,11884890,0.010366363426811742,1350584641802.9949,Apple Inc.,AMZN
2025-05-09,Google parent Alphabet reports stellar earnings,Google parent Alphabet reports stellar earnings according to Bloomberg analysis.,Google parent Alphabet reports stellar earnings. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://bloomberg.com/article/65918,Bloomberg,2025-05-09T13:23:51Z,positive,0.9184285961037484,0.6514271111557974,0.25435426700584957,0.09421862183835306,flat,3042361,-0.06567783436646606,1336370885572.6072,Apple Inc.,MSFT
2025-07-08,Bank of America appoints new executive,Bank of America appoints new executive according to Motley Fool analysis.,Bank of America appoints new executive. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.,https://motleyfool.com/article/66115,Motley Fool,2025-07-08T13:23:51Z,neutral,0.5374386196156176,0.2663614445262505,0.24140004972191004,0.4922385057518395,flat,30919038,0.11646275796424468,1681366641923.6106,Intel Corporation,GOOGL
2025-06-10,"AMD beats earnings estimates, stock rallies","AMD beats earnings estimates, stock rallies according to Barron's analysis.","AMD beats earnings estimates, stock rallies. The company reported significant changes in their quarterly performance. Analysts expect this to impact the stock price in the coming weeks.",https://barron's.com/article/30968,Barron's,2025-06-10T13:23:51Z,positive,0.938489376987592,0.7213511903267685,0.20347266137658027,0.07517614829665104,flat,47243586,0.05718682262440247,1027355559754.5144,NVIDIA Corporation,MSFT
